case_id,customer_id,order_id,category,priority,created_date,resolved_date,resolution_hours,sla_hours,met_sla,status,csat_score
CASE-009901,CUST-010650,ORD-0282837,Delivery Issue,Urgent,2024-02-17,2024-02-17,5.7,8,True,Resolved,5.0
CASE-009908,CUST-035171,ORD-0283042,Delivery Issue,Medium,2024-02-17,2024-02-19,63.0,48,False,Resolved,3.0
CASE-009913,CUST-025709,ORD-0283334,Delivery Issue,Medium,2024-02-17,2024-02-18,41.8,48,True,Resolved,5.0
CASE-009914,CUST-006492,ORD-0283335,Delivery Issue,Medium,2024-02-17,2024-02-17,20.5,48,True,Resolved,4.0
CASE-009915,CUST-012791,ORD-0283341,Delivery Issue,Low,2024-02-17,2024-02-18,43.1,72,True,Resolved,4.0
CASE-009916,CUST-015962,ORD-0283356,Delivery Issue,Medium,2024-02-17,2024-02-18,25.7,48,True,Resolved,4.0
CASE-009917,CUST-027068,ORD-0283447,Delivery Issue,Medium,2024-02-17,,,48,False,Open,
CASE-009920,CUST-020348,ORD-0283460,Delivery Issue,Medium,2024-02-17,2024-02-22,139.1,48,False,Resolved,4.0
CASE-009921,CUST-026998,ORD-0283471,Delivery Issue,High,2024-02-17,2024-02-17,6.2,24,True,Resolved,4.0
CASE-009930,CUST-028794,ORD-0283692,Delivery Issue,Medium,2024-02-17,2024-02-19,59.9,48,False,Resolved,3.0
CASE-009945,CUST-023865,ORD-0283996,Delivery Issue,Low,2024-02-17,2024-02-18,39.6,72,True,Resolved,5.0
CASE-033164,CUST-031520,ORD-0282614,Return Request,High,2024-02-17,2024-02-17,21.9,24,True,Resolved,5.0
CASE-033167,CUST-027868,ORD-0282653,Return Request,Urgent,2024-02-17,2024-02-17,2.6,8,True,Resolved,4.0
CASE-033179,CUST-000418,ORD-0282950,Return Request,Low,2024-02-17,2024-02-18,46.0,72,True,Resolved,4.0
CASE-033182,CUST-005292,ORD-0282979,Return Request,Medium,2024-02-17,2024-02-17,11.0,48,True,Resolved,4.0
CASE-033186,CUST-032415,ORD-0283134,Return Request,Medium,2024-02-17,2024-02-17,5.7,48,True,Resolved,4.0
CASE-033190,CUST-033035,ORD-0283219,Return Request,Medium,2024-02-17,2024-02-18,24.2,48,True,Resolved,4.0
CASE-033191,CUST-031807,ORD-0283235,Return Request,Medium,2024-02-17,2024-02-17,12.0,48,True,Resolved,5.0
CASE-033199,CUST-034514,ORD-0283461,Return Request,Urgent,2024-02-17,2024-02-17,11.2,8,False,Resolved,2.0
CASE-033200,CUST-011659,ORD-0283512,Return Request,Urgent,2024-02-17,2024-02-17,2.5,8,True,Resolved,5.0
CASE-033203,CUST-028762,ORD-0283557,Return Request,Low,2024-02-17,2024-02-17,23.9,72,True,Resolved,5.0
CASE-033204,CUST-023582,ORD-0283578,Return Request,High,2024-02-17,,,24,False,Escalated,
CASE-033206,CUST-011515,ORD-0283601,Return Request,Low,2024-02-17,2024-02-20,79.9,72,False,Resolved,3.0
CASE-033208,CUST-019001,ORD-0283626,Return Request,High,2024-02-17,2024-02-17,20.5,24,True,Resolved,4.0
CASE-033210,CUST-028466,ORD-0283639,Return Request,Low,2024-02-17,2024-02-23,150.1,72,False,Resolved,3.0
CASE-033218,CUST-013382,ORD-0283817,Return Request,High,2024-02-17,2024-02-17,20.1,24,True,Resolved,4.0
CASE-033220,CUST-019750,ORD-0283843,Return Request,Medium,2024-02-17,2024-02-17,17.7,48,True,Resolved,4.0
CASE-033222,CUST-009410,ORD-0283867,Return Request,Urgent,2024-02-17,2024-02-17,7.2,8,True,Resolved,4.0
CASE-033227,CUST-017922,ORD-0284006,Return Request,Urgent,2024-02-17,2024-02-17,12.0,8,False,Resolved,2.0
CASE-033231,CUST-026313,ORD-0284123,Return Request,Medium,2024-02-17,2024-02-18,38.3,48,True,Resolved,4.0
CASE-033233,CUST-013580,ORD-0284168,Return Request,Medium,2024-02-17,2024-02-17,12.7,48,True,Resolved,5.0
CASE-033235,CUST-015818,ORD-0284173,Return Request,Low,2024-02-17,2024-02-18,27.3,72,True,Resolved,5.0
CASE-033243,CUST-017051,ORD-0284370,Return Request,Low,2024-02-17,,,72,False,Escalated,
CASE-033244,CUST-004446,ORD-0284386,Return Request,Medium,2024-02-17,2024-02-20,94.3,48,False,Resolved,4.0
CASE-033245,CUST-030650,ORD-0284391,Return Request,Medium,2024-02-17,2024-02-18,45.9,48,True,Resolved,4.0
CASE-033246,CUST-007339,ORD-0284468,Return Request,Medium,2024-02-17,2024-02-18,25.6,48,True,Resolved,4.0
CASE-033248,CUST-026715,ORD-0284499,Return Request,Low,2024-02-17,2024-02-19,56.2,72,True,Resolved,3.0
CASE-033250,CUST-014508,ORD-0284506,Return Request,Low,2024-02-17,2024-02-18,37.5,72,True,Resolved,5.0
CASE-033254,CUST-017032,ORD-0284563,Return Request,Low,2024-02-17,2024-02-21,104.3,72,False,Resolved,2.0
CASE-033257,CUST-015304,ORD-0284599,Return Request,Low,2024-02-17,2024-02-17,1.4,72,True,Resolved,5.0
CASE-033262,CUST-006293,ORD-0284728,Return Request,Medium,2024-02-17,2024-02-17,18.0,48,True,Resolved,4.0
CASE-049849,CUST-028794,ORD-0278141,Product Defect,Urgent,2024-02-17,2024-02-17,9.9,8,False,Resolved,2.0
CASE-049863,CUST-007075,ORD-0279617,Product Defect,High,2024-02-17,2024-02-18,40.6,24,False,Resolved,3.0
CASE-049864,CUST-027471,ORD-0279630,Product Defect,High,2024-02-17,2024-02-17,5.6,24,True,Resolved,4.0
CASE-049865,CUST-007947,ORD-0279738,Product Defect,Low,2024-02-17,2024-02-20,95.2,72,False,Resolved,2.0
CASE-049895,CUST-019358,ORD-0282454,Product Defect,Urgent,2024-02-17,2024-02-17,3.2,8,True,Resolved,5.0
CASE-049901,CUST-023382,ORD-0282830,Product Defect,High,2024-02-17,2024-02-17,3.3,24,True,Resolved,2.0
CASE-049905,CUST-009339,ORD-0283346,Product Defect,Urgent,2024-02-17,2024-02-17,11.1,8,False,Resolved,3.0
CASE-049909,CUST-014806,ORD-0284065,Product Defect,High,2024-02-17,2024-02-17,20.1,24,True,Resolved,4.0
CASE-055218,CUST-022625,ORD-0281860,Payment Issue,Urgent,2024-02-17,2024-02-17,5.5,8,True,Resolved,4.0
CASE-055220,CUST-031946,ORD-0281946,Payment Issue,Medium,2024-02-17,2024-02-19,58.3,48,False,Resolved,3.0
CASE-055222,CUST-002104,ORD-0282431,Payment Issue,Low,2024-02-17,2024-02-21,106.5,72,False,Resolved,4.0
CASE-055225,CUST-005273,ORD-0283684,Payment Issue,High,2024-02-17,,,24,False,Open,
CASE-055226,CUST-022265,ORD-0283687,Payment Issue,High,2024-02-17,2024-02-17,9.2,24,True,Resolved,3.0
CASE-055227,CUST-019275,ORD-0283985,Payment Issue,Low,2024-02-17,2024-02-17,8.2,72,True,Resolved,4.0
CASE-055228,CUST-022037,ORD-0284003,Payment Issue,High,2024-02-17,2024-02-17,21.5,24,True,Resolved,4.0
CASE-055230,CUST-006149,ORD-0284485,Payment Issue,High,2024-02-17,2024-02-18,33.6,24,False,Resolved,2.0
CASE-057554,CUST-022109,,General Inquiry,Low,2024-02-17,2024-02-18,37.6,72,True,Resolved,5.0
CASE-058274,CUST-033171,,General Inquiry,High,2024-02-17,2024-02-17,7.6,24,True,Resolved,5.0
CASE-058482,CUST-023475,,General Inquiry,Low,2024-02-17,2024-02-17,22.8,72,True,Resolved,3.0
CASE-058788,CUST-016764,,General Inquiry,High,2024-02-17,2024-02-18,32.9,24,False,Resolved,3.0
CASE-059244,CUST-027562,,General Inquiry,Medium,2024-02-17,2024-02-19,59.2,48,False,Resolved,2.0
CASE-059500,CUST-034098,,General Inquiry,Low,2024-02-17,2024-02-18,28.3,72,True,Resolved,4.0
CASE-059514,CUST-020068,,General Inquiry,Low,2024-02-17,2024-02-19,59.6,72,True,Resolved,4.0
CASE-059666,CUST-010118,,General Inquiry,High,2024-02-17,2024-02-18,40.4,24,False,Resolved,3.0
CASE-059848,CUST-025864,,General Inquiry,Medium,2024-02-17,2024-02-17,10.9,48,True,Resolved,4.0
CASE-060211,CUST-030543,,General Inquiry,Low,2024-02-17,2024-02-19,71.8,72,True,Resolved,4.0
CASE-060328,CUST-034318,,General Inquiry,Low,2024-02-17,2024-02-20,81.2,72,False,Resolved,5.0
CASE-060520,CUST-021134,,General Inquiry,Low,2024-02-17,2024-02-18,33.9,72,True,Resolved,3.0
CASE-060663,CUST-012686,,General Inquiry,Low,2024-02-17,2024-02-17,14.3,72,True,Resolved,4.0
CASE-060978,CUST-013348,,General Inquiry,Medium,2024-02-17,2024-02-21,117.7,48,False,Resolved,3.0
CASE-061092,CUST-035640,,General Inquiry,High,2024-02-17,2024-02-17,11.3,24,True,Resolved,4.0
CASE-061346,CUST-029920,,General Inquiry,High,2024-02-17,2024-02-17,19.5,24,True,Resolved,5.0
CASE-061766,CUST-032075,,General Inquiry,Medium,2024-02-17,2024-02-17,16.4,48,True,Resolved,3.0
CASE-065662,CUST-033996,,General Inquiry,Medium,2024-02-17,2024-02-20,80.8,48,False,Resolved,4.0
CASE-009883,CUST-010604,ORD-0282211,Delivery Issue,Low,2024-02-18,2024-02-20,57.9,72,True,Resolved,4.0
CASE-009886,CUST-025816,ORD-0282265,Delivery Issue,Low,2024-02-18,2024-02-19,27.5,72,True,Resolved,4.0
CASE-009888,CUST-032567,ORD-0282335,Delivery Issue,Medium,2024-02-18,2024-02-20,70.4,48,False,Resolved,4.0
CASE-009889,CUST-014817,ORD-0282345,Delivery Issue,Medium,2024-02-18,2024-02-18,19.1,48,True,Resolved,4.0
CASE-009893,CUST-016578,ORD-0282568,Delivery Issue,Urgent,2024-02-18,2024-02-18,6.5,8,True,Resolved,5.0
CASE-009897,CUST-032449,ORD-0282697,Delivery Issue,Medium,2024-02-18,2024-02-21,90.6,48,False,Resolved,3.0
CASE-009899,CUST-002406,ORD-0282759,Delivery Issue,Medium,2024-02-18,2024-02-19,28.4,48,True,Resolved,5.0
CASE-009905,CUST-035204,ORD-0282947,Delivery Issue,High,2024-02-18,2024-02-19,32.4,24,False,Resolved,2.0
CASE-009910,CUST-031065,ORD-0283193,Delivery Issue,Medium,2024-02-18,,,48,False,Open,
CASE-009918,CUST-029771,ORD-0283453,Delivery Issue,Low,2024-02-18,2024-02-19,37.8,72,True,Resolved,5.0
CASE-009928,CUST-004052,ORD-0283631,Delivery Issue,Medium,2024-02-18,2024-02-18,9.7,48,True,Resolved,4.0
CASE-009929,CUST-025962,ORD-0283670,Delivery Issue,High,2024-02-18,2024-02-18,23.6,24,True,Resolved,4.0
CASE-009933,CUST-009842,ORD-0283764,Delivery Issue,Low,2024-02-18,2024-02-19,41.5,72,True,Resolved,5.0
CASE-009936,CUST-006568,ORD-0283800,Delivery Issue,Medium,2024-02-18,2024-02-18,6.8,48,True,Resolved,5.0
CASE-009937,CUST-002454,ORD-0283823,Delivery Issue,High,2024-02-18,2024-02-19,42.9,24,False,Resolved,3.0
CASE-009939,CUST-001902,ORD-0283832,Delivery Issue,High,2024-02-18,2024-02-18,12.9,24,True,Resolved,5.0
CASE-009944,CUST-000879,ORD-0283941,Delivery Issue,Medium,2024-02-18,2024-02-19,37.6,48,True,Resolved,5.0
CASE-009946,CUST-009341,ORD-0284009,Delivery Issue,High,2024-02-18,2024-02-20,52.0,24,False,Resolved,3.0
CASE-009948,CUST-025502,ORD-0284066,Delivery Issue,Low,2024-02-18,2024-02-19,38.2,72,True,Resolved,2.0
CASE-009949,CUST-027623,ORD-0284096,Delivery Issue,High,2024-02-18,2024-02-18,15.3,24,True,Resolved,5.0
CASE-009955,CUST-014381,ORD-0284256,Delivery Issue,Medium,2024-02-18,,,48,False,Escalated,
CASE-009958,CUST-009588,ORD-0284363,Delivery Issue,High,2024-02-18,2024-02-18,13.0,24,True,Resolved,4.0
CASE-009961,CUST-027481,ORD-0284393,Delivery Issue,Low,2024-02-18,2024-02-19,32.5,72,True,Resolved,4.0
CASE-009962,CUST-025424,ORD-0284395,Delivery Issue,Low,2024-02-18,2024-02-19,41.2,72,True,Resolved,3.0
CASE-009966,CUST-030366,ORD-0284484,Delivery Issue,Urgent,2024-02-18,2024-02-18,14.8,8,False,Resolved,4.0
CASE-009968,CUST-028645,ORD-0284678,Delivery Issue,Low,2024-02-18,2024-02-19,42.1,72,True,Resolved,3.0
CASE-009971,CUST-007238,ORD-0284696,Delivery Issue,Low,2024-02-18,2024-02-19,46.4,72,True,Resolved,4.0
CASE-009972,CUST-022866,ORD-0284761,Delivery Issue,High,2024-02-18,2024-02-18,9.1,24,True,Resolved,5.0
CASE-033195,CUST-017870,ORD-0283388,Return Request,Medium,2024-02-18,2024-02-20,50.8,48,False,Resolved,4.0
CASE-033197,CUST-028422,ORD-0283445,Return Request,Low,2024-02-18,2024-02-20,66.7,72,True,Resolved,5.0
CASE-033198,CUST-027068,ORD-0283447,Return Request,Low,2024-02-18,2024-02-19,31.4,72,True,Resolved,3.0
CASE-033201,CUST-013889,ORD-0283530,Return Request,Low,2024-02-18,2024-02-20,48.1,72,True,Resolved,5.0
CASE-033205,CUST-024945,ORD-0283586,Return Request,Low,2024-02-18,2024-02-23,133.4,72,False,Resolved,2.0
CASE-033209,CUST-011101,ORD-0283634,Return Request,Low,2024-02-18,2024-02-22,110.6,72,False,Resolved,3.0
CASE-033213,CUST-028692,ORD-0283713,Return Request,Medium,2024-02-18,2024-02-20,60.0,48,False,Resolved,1.0
CASE-033217,CUST-003201,ORD-0283801,Return Request,Low,2024-02-18,2024-02-19,25.7,72,True,Resolved,3.0
CASE-033228,CUST-023397,ORD-0284054,Return Request,Urgent,2024-02-18,2024-02-18,9.2,8,False,Resolved,4.0
CASE-033236,CUST-031550,ORD-0284181,Return Request,Low,2024-02-18,2024-02-19,39.4,72,True,Resolved,5.0
CASE-033237,CUST-013719,ORD-0284184,Return Request,Low,2024-02-18,2024-02-20,64.0,72,True,Resolved,5.0
CASE-033240,CUST-006502,ORD-0284279,Return Request,Medium,2024-02-18,2024-02-21,75.7,48,False,Resolved,3.0
CASE-033242,CUST-029783,ORD-0284337,Return Request,Medium,2024-02-18,2024-02-19,37.0,48,True,Resolved,4.0
CASE-033249,CUST-019051,ORD-0284500,Return Request,Low,2024-02-18,2024-02-23,125.1,72,False,Resolved,4.0
CASE-033251,CUST-004387,ORD-0284509,Return Request,Low,2024-02-18,2024-02-18,7.8,72,True,Resolved,5.0
CASE-033255,CUST-017054,ORD-0284572,Return Request,Low,2024-02-18,2024-02-19,35.6,72,True,Resolved,4.0
CASE-033260,CUST-022581,ORD-0284635,Return Request,Urgent,2024-02-18,2024-02-18,2.9,8,True,Resolved,4.0
CASE-033261,CUST-007374,ORD-0284684,Return Request,Low,2024-02-18,2024-02-19,46.2,72,True,Resolved,2.0
CASE-033263,CUST-002977,ORD-0284756,Return Request,Low,2024-02-18,2024-02-18,16.0,72,True,Resolved,5.0
CASE-033265,CUST-026521,ORD-0284778,Return Request,Urgent,2024-02-18,2024-02-18,2.7,8,True,Resolved,4.0
CASE-033266,CUST-034220,ORD-0284782,Return Request,Medium,2024-02-18,2024-02-18,22.0,48,True,Resolved,5.0
CASE-033275,CUST-030061,ORD-0285088,Return Request,High,2024-02-18,2024-02-18,6.3,24,True,Resolved,5.0
CASE-033276,CUST-002143,ORD-0285101,Return Request,Medium,2024-02-18,2024-02-18,2.4,48,True,Resolved,4.0
CASE-033278,CUST-031308,ORD-0285152,Return Request,Urgent,2024-02-18,,,8,False,Open,
CASE-033281,CUST-001452,ORD-0285228,Return Request,Medium,2024-02-18,2024-02-18,8.2,48,True,Resolved,5.0
CASE-033283,CUST-004877,ORD-0285249,Return Request,Medium,2024-02-18,2024-02-19,41.9,48,True,Resolved,5.0
CASE-033287,CUST-031058,ORD-0285399,Return Request,Medium,2024-02-18,2024-02-20,67.4,48,False,Resolved,5.0
CASE-033288,CUST-020238,ORD-0285402,Return Request,Low,2024-02-18,2024-02-22,105.5,72,False,Resolved,4.0
CASE-033289,CUST-019520,ORD-0285495,Return Request,High,2024-02-18,,,24,False,Open,
CASE-049851,CUST-034340,ORD-0278450,Product Defect,Low,2024-02-18,2024-02-18,23.9,72,True,Resolved,3.0
CASE-049872,CUST-029771,ORD-0280370,Product Defect,Medium,2024-02-18,2024-02-18,5.7,48,True,Resolved,4.0
CASE-049886,CUST-017456,ORD-0281880,Product Defect,Medium,2024-02-18,2024-02-20,48.3,48,False,Resolved,3.0
CASE-049894,CUST-018353,ORD-0282325,Product Defect,Urgent,2024-02-18,2024-02-18,1.8,8,True,Resolved,5.0
CASE-049908,CUST-017641,ORD-0283649,Product Defect,Urgent,2024-02-18,2024-02-18,7.0,8,True,Resolved,5.0
CASE-049913,CUST-030210,ORD-0284189,Product Defect,Low,2024-02-18,2024-02-18,17.2,72,True,Resolved,5.0
CASE-049922,CUST-008637,ORD-0284763,Product Defect,High,2024-02-18,2024-02-18,10.2,24,True,Resolved,3.0
CASE-055224,CUST-027412,ORD-0283421,Payment Issue,Urgent,2024-02-18,2024-02-18,3.5,8,True,Resolved,4.0
CASE-055229,CUST-021281,ORD-0284471,Payment Issue,Medium,2024-02-18,2024-02-18,17.2,48,True,Resolved,5.0
CASE-057206,CUST-028962,,General Inquiry,High,2024-02-18,2024-02-18,8.5,24,True,Resolved,5.0
CASE-057673,CUST-014793,,General Inquiry,Medium,2024-02-18,2024-02-19,25.2,48,True,Resolved,2.0
CASE-058112,CUST-013406,,General Inquiry,Low,2024-02-18,2024-02-20,55.9,72,True,Resolved,4.0
CASE-058338,CUST-019419,,General Inquiry,Medium,2024-02-18,2024-02-21,94.0,48,False,Resolved,3.0
CASE-058511,CUST-019767,,General Inquiry,Medium,2024-02-18,2024-02-18,4.4,48,True,Resolved,5.0
CASE-059680,CUST-019909,,General Inquiry,Low,2024-02-18,2024-02-19,33.2,72,True,Resolved,5.0
CASE-061274,CUST-013182,,General Inquiry,Low,2024-02-18,2024-02-19,46.7,72,True,Resolved,3.0
CASE-061303,CUST-010523,,General Inquiry,Medium,2024-02-18,2024-02-18,10.6,48,True,Resolved,5.0
CASE-062888,CUST-011295,,General Inquiry,Medium,2024-02-18,2024-02-18,15.4,48,True,Resolved,3.0
CASE-063021,CUST-030709,,General Inquiry,High,2024-02-18,2024-02-19,26.1,24,False,Resolved,3.0
CASE-063024,CUST-028178,,General Inquiry,Low,2024-02-18,2024-02-19,45.9,72,True,Resolved,4.0
CASE-063641,CUST-001069,,General Inquiry,Medium,2024-02-18,2024-02-19,30.5,48,True,Resolved,5.0
CASE-063981,CUST-018842,,General Inquiry,Medium,2024-02-18,2024-02-20,65.4,48,False,Resolved,3.0
CASE-064796,CUST-000592,,General Inquiry,Low,2024-02-18,2024-02-19,43.6,72,True,Resolved,5.0
CASE-065149,CUST-015809,,General Inquiry,Low,2024-02-18,2024-02-21,89.4,72,False,Resolved,3.0
CASE-065456,CUST-003127,,General Inquiry,High,2024-02-18,2024-02-19,25.1,24,False,Resolved,4.0
CASE-065491,CUST-022634,,General Inquiry,Low,2024-02-18,2024-02-21,77.6,72,False,Resolved,2.0
CASE-009894,CUST-000820,ORD-0282573,Delivery Issue,Urgent,2024-02-19,2024-02-19,5.3,8,True,Resolved,4.0
CASE-009902,CUST-021246,ORD-0282838,Delivery Issue,Urgent,2024-02-19,2024-02-19,6.6,8,True,Resolved,2.0
CASE-009903,CUST-016232,ORD-0282889,Delivery Issue,Urgent,2024-02-19,2024-02-20,27.8,8,False,Resolved,3.0
CASE-009906,CUST-005267,ORD-0282955,Delivery Issue,Urgent,2024-02-19,2024-02-19,2.6,8,True,Resolved,5.0
CASE-009909,CUST-028695,ORD-0283131,Delivery Issue,Urgent,2024-02-19,2024-02-19,2.4,8,True,Resolved,5.0
CASE-009911,CUST-035040,ORD-0283242,Delivery Issue,Urgent,2024-02-19,2024-02-19,3.9,8,True,Resolved,3.0
CASE-009924,CUST-013889,ORD-0283530,Delivery Issue,Medium,2024-02-19,2024-02-21,49.3,48,False,Resolved,4.0
CASE-009926,CUST-004022,ORD-0283595,Delivery Issue,High,2024-02-19,2024-02-20,26.7,24,False,Resolved,3.0
CASE-009927,CUST-007717,ORD-0283624,Delivery Issue,Urgent,2024-02-19,2024-02-19,3.3,8,True,Resolved,5.0
CASE-009931,CUST-020026,ORD-0283719,Delivery Issue,Low,2024-02-19,2024-02-19,6.3,72,True,Resolved,5.0
CASE-009935,CUST-026948,ORD-0283789,Delivery Issue,Urgent,2024-02-19,2024-02-19,4.1,8,True,Resolved,3.0
CASE-009940,CUST-002161,ORD-0283839,Delivery Issue,High,2024-02-19,2024-02-19,3.5,24,True,Resolved,4.0
CASE-009952,CUST-023630,ORD-0284175,Delivery Issue,Urgent,2024-02-19,,,8,False,Open,
CASE-009959,CUST-026998,ORD-0284373,Delivery Issue,Medium,2024-02-19,2024-02-19,22.4,48,True,Resolved,4.0
CASE-009960,CUST-009335,ORD-0284384,Delivery Issue,Low,2024-02-19,2024-02-20,43.7,72,True,Resolved,5.0
CASE-009963,CUST-025699,ORD-0284414,Delivery Issue,Low,2024-02-19,2024-02-21,51.7,72,True,Resolved,4.0
CASE-009965,CUST-019622,ORD-0284466,Delivery Issue,Urgent,2024-02-19,2024-02-19,2.3,8,True,Resolved,4.0
CASE-009969,CUST-007374,ORD-0284684,Delivery Issue,Low,2024-02-19,2024-02-20,32.3,72,True,Resolved,5.0
CASE-009970,CUST-025392,ORD-0284689,Delivery Issue,Low,2024-02-19,2024-02-19,13.9,72,True,Resolved,5.0
CASE-009974,CUST-023972,ORD-0284844,Delivery Issue,Low,2024-02-19,,,72,False,Open,
CASE-009977,CUST-002997,ORD-0284924,Delivery Issue,High,2024-02-19,2024-02-19,1.7,24,True,Resolved,4.0
CASE-009981,CUST-014881,ORD-0285034,Delivery Issue,Medium,2024-02-19,2024-02-20,27.3,48,True,Resolved,4.0
CASE-009993,CUST-020872,ORD-0285341,Delivery Issue,Low,2024-02-19,2024-02-22,83.6,72,False,Resolved,2.0
CASE-009995,CUST-030667,ORD-0285364,Delivery Issue,Low,2024-02-19,2024-02-21,66.2,72,True,Resolved,5.0
CASE-009997,CUST-022128,ORD-0285398,Delivery Issue,Urgent,2024-02-19,2024-02-19,2.2,8,True,Resolved,3.0
CASE-033232,CUST-021734,ORD-0284134,Return Request,Low,2024-02-19,2024-02-19,15.2,72,True,Resolved,5.0
CASE-033234,CUST-004401,ORD-0284169,Return Request,Medium,2024-02-19,2024-02-21,57.5,48,False,Resolved,2.0
CASE-033238,CUST-034983,ORD-0284198,Return Request,Medium,2024-02-19,2024-02-22,94.1,48,False,Resolved,3.0
CASE-033239,CUST-035328,ORD-0284236,Return Request,Medium,2024-02-19,2024-02-19,10.4,48,True,Resolved,4.0
CASE-033241,CUST-020718,ORD-0284324,Return Request,Low,2024-02-19,2024-02-22,73.5,72,False,Resolved,4.0
CASE-033247,CUST-034861,ORD-0284472,Return Request,Urgent,2024-02-19,2024-02-19,5.6,8,True,Resolved,3.0
CASE-033252,CUST-002768,ORD-0284511,Return Request,High,2024-02-19,2024-02-20,45.7,24,False,Resolved,4.0
CASE-033253,CUST-030567,ORD-0284527,Return Request,Medium,2024-02-19,2024-02-19,11.2,48,True,Resolved,3.0
CASE-033256,CUST-014121,ORD-0284586,Return Request,Medium,2024-02-19,2024-02-20,38.3,48,True,Resolved,4.0
CASE-033258,CUST-024372,ORD-0284614,Return Request,High,2024-02-19,2024-02-20,38.2,24,False,Resolved,5.0
CASE-033259,CUST-034904,ORD-0284622,Return Request,Medium,2024-02-19,2024-02-21,65.4,48,False,Resolved,3.0
CASE-033264,CUST-029634,ORD-0284774,Return Request,Urgent,2024-02-19,2024-02-19,8.5,8,False,Resolved,2.0
CASE-033267,CUST-019462,ORD-0284840,Return Request,Urgent,2024-02-19,2024-02-19,11.0,8,False,Resolved,3.0
CASE-033268,CUST-016238,ORD-0284897,Return Request,Medium,2024-02-19,2024-02-19,19.0,48,True,Resolved,3.0
CASE-033269,CUST-010703,ORD-0284898,Return Request,High,2024-02-19,2024-02-19,13.2,24,True,Resolved,3.0
CASE-033270,CUST-015074,ORD-0284950,Return Request,Medium,2024-02-19,2024-02-21,59.0,48,False,Resolved,4.0
CASE-033272,CUST-032692,ORD-0284996,Return Request,High,2024-02-19,,,24,False,Open,
CASE-033273,CUST-001642,ORD-0285042,Return Request,Medium,2024-02-19,2024-02-20,26.2,48,True,Resolved,4.0
CASE-033280,CUST-034919,ORD-0285179,Return Request,Medium,2024-02-19,2024-02-21,51.8,48,False,Resolved,4.0
CASE-033282,CUST-015598,ORD-0285237,Return Request,Urgent,2024-02-19,2024-02-19,4.8,8,True,Resolved,3.0
CASE-033285,CUST-016353,ORD-0285388,Return Request,Low,2024-02-19,2024-02-21,53.0,72,True,Resolved,5.0
CASE-033291,CUST-002096,ORD-0285564,Return Request,High,2024-02-19,2024-02-20,27.3,24,False,Resolved,3.0
CASE-033292,CUST-012300,ORD-0285566,Return Request,Medium,2024-02-19,,,48,False,Open,
CASE-033294,CUST-020050,ORD-0285614,Return Request,Medium,2024-02-19,2024-02-23,98.6,48,False,Resolved,4.0
CASE-033304,CUST-017929,ORD-0285942,Return Request,Low,2024-02-19,2024-02-21,55.8,72,True,Resolved,4.0
CASE-033315,CUST-031051,ORD-0286140,Return Request,Urgent,2024-02-19,2024-02-19,0.5,8,True,Resolved,4.0
CASE-033317,CUST-019378,ORD-0286187,Return Request,Medium,2024-02-19,2024-02-20,34.5,48,True,Resolved,5.0
CASE-033318,CUST-030810,ORD-0286215,Return Request,Medium,2024-02-19,2024-02-19,17.1,48,True,Resolved,3.0
CASE-049867,CUST-000233,ORD-0279870,Product Defect,Medium,2024-02-19,2024-02-19,16.3,48,True,Resolved,5.0
CASE-049868,CUST-002195,ORD-0279982,Product Defect,Low,2024-02-19,2024-02-20,44.4,72,True,Resolved,3.0
CASE-049907,CUST-004022,ORD-0283595,Product Defect,Low,2024-02-19,2024-02-19,23.8,72,True,Resolved,5.0
