activity_id,regarding_type,regarding_id,activity_type,activity_date
ACT-0004615,Case,CASE-000127,Phone Call,2023-01-13
ACT-0004617,Case,CASE-000130,Phone Call,2023-01-13
ACT-0004618,Case,CASE-000130,Email,2023-01-13
ACT-0004622,Case,CASE-000136,Phone Call,2023-01-13
ACT-0004623,Case,CASE-000137,Email,2023-01-13
ACT-0004624,Case,CASE-000137,Email,2023-01-13
ACT-0004626,Case,CASE-000142,Phone Call,2023-01-13
ACT-0004628,Case,CASE-000143,Phone Call,2023-01-13
ACT-0004631,Case,CASE-000156,Phone Call,2023-01-13
ACT-0004634,Case,CASE-020350,Email,2023-01-13
ACT-0004638,Case,CASE-020365,Phone Call,2023-01-13
ACT-0004641,Case,CASE-020367,Phone Call,2023-01-13
ACT-0004643,Case,CASE-020370,Email,2023-01-13
ACT-0004645,Case,CASE-020374,Phone Call,2023-01-13
ACT-0004647,Case,CASE-020375,Phone Call,2023-01-13
ACT-0004649,Case,CASE-020376,Phone Call,2023-01-13
ACT-0004650,Case,CASE-020377,Email,2023-01-13
ACT-0004652,Case,CASE-020378,Email,2023-01-13
ACT-0004654,Case,CASE-020380,Phone Call,2023-01-13
ACT-0004657,Case,CASE-020383,Phone Call,2023-01-13
ACT-0004658,Case,CASE-020385,Phone Call,2023-01-13
ACT-0004659,Case,CASE-020386,Email,2023-01-13
ACT-0004660,Case,CASE-020392,Email,2023-01-13
ACT-0004663,Case,CASE-020401,Email,2023-01-13
ACT-0004667,Case,CASE-020411,Phone Call,2023-01-13
ACT-0004670,Case,CASE-020414,Phone Call,2023-01-13
ACT-0004672,Case,CASE-020416,Phone Call,2023-01-13
ACT-0004675,Case,CASE-046505,Phone Call,2023-01-13
ACT-0004676,Case,CASE-046510,Phone Call,2023-01-13
ACT-0004678,Case,CASE-046518,Phone Call,2023-01-13
ACT-0004679,Case,CASE-046532,Email,2023-01-13
ACT-0004681,Case,CASE-046546,Phone Call,2023-01-13
ACT-0004684,Case,CASE-053507,Phone Call,2023-01-13
ACT-0004687,Case,CASE-058505,Phone Call,2023-01-13
ACT-0004690,Case,CASE-059623,Phone Call,2023-01-13
ACT-0004692,Case,CASE-060547,Phone Call,2023-01-13
ACT-0004696,Case,CASE-063603,Phone Call,2023-01-13
ACT-0004700,Case,CASE-065132,Phone Call,2023-01-13
ACT-0004702,Case,CASE-065163,Phone Call,2023-01-13
ACT-0004703,Case,CASE-000119,Phone Call,2023-01-13
ACT-0004704,Case,CASE-000122,Phone Call,2023-01-13
ACT-0004705,Case,CASE-000129,Email,2023-01-13
ACT-0004711,Case,CASE-000150,Phone Call,2023-01-13
ACT-0004713,Case,CASE-000152,Phone Call,2023-01-13
ACT-0004715,Case,CASE-000153,Phone Call,2023-01-13
ACT-0004721,Case,CASE-000163,Email,2023-01-13
ACT-0004725,Case,CASE-000167,Email,2023-01-13
ACT-0004728,Case,CASE-000170,Email,2023-01-13
ACT-0004741,Case,CASE-020399,Email,2023-01-13
ACT-0004742,Case,CASE-020400,Phone Call,2023-01-13
ACT-0004745,Case,CASE-020406,Phone Call,2023-01-13
ACT-0004746,Case,CASE-020407,Phone Call,2023-01-13
ACT-0004747,Case,CASE-020408,Email,2023-01-13
ACT-0004750,Case,CASE-020415,Phone Call,2023-01-13
ACT-0004752,Case,CASE-020420,Email,2023-01-13
ACT-0004756,Case,CASE-020431,Phone Call,2023-01-13
ACT-0004760,Case,CASE-020435,Email,2023-01-13
ACT-0004761,Case,CASE-020437,Email,2023-01-13
ACT-0004767,Case,CASE-046514,Email,2023-01-13
ACT-0004772,Case,CASE-053499,Email,2023-01-13
ACT-0004773,Case,CASE-053501,Email,2023-01-13
ACT-0004774,Case,CASE-053505,Phone Call,2023-01-13
ACT-0004775,Case,CASE-053505,Phone Call,2023-01-13
ACT-0004778,Case,CASE-057817,Phone Call,2023-01-13
ACT-0004782,Case,CASE-059398,Email,2023-01-13
ACT-0004783,Case,CASE-059531,Phone Call,2023-01-13
ACT-0004790,Case,CASE-063671,Phone Call,2023-01-13
ACT-0004793,Case,CASE-065610,Phone Call,2023-01-13
ACT-0004797,Case,CASE-000149,Email,2023-01-13
ACT-0004798,Case,CASE-000155,Email,2023-01-13
ACT-0004812,Case,CASE-000192,Phone Call,2023-01-13
ACT-0004813,Case,CASE-000192,Email,2023-01-13
ACT-0004815,Case,CASE-000199,Phone Call,2023-01-13
ACT-0004819,Case,CASE-000209,Email,2023-01-13
ACT-0004821,Case,CASE-020402,Phone Call,2023-01-13
ACT-0004832,Case,CASE-020424,Email,2023-01-13
ACT-0004836,Case,CASE-020429,Email,2023-01-13
ACT-0004841,Case,CASE-020440,Phone Call,2023-01-13
ACT-0004843,Case,CASE-020450,Phone Call,2023-01-13
ACT-0004844,Case,CASE-020450,Phone Call,2023-01-13
ACT-0004850,Case,CASE-020461,Email,2023-01-13
ACT-0004853,Case,CASE-046526,Phone Call,2023-01-13
ACT-0004858,Case,CASE-053510,Phone Call,2023-01-13
ACT-0004859,Case,CASE-053510,Email,2023-01-13
ACT-0004863,Case,CASE-059445,Phone Call,2023-01-13
ACT-0004870,Case,CASE-061718,Phone Call,2023-01-13
ACT-0004873,Case,CASE-063924,Email,2023-01-13
ACT-0004874,Case,CASE-063924,Phone Call,2023-01-13
ACT-0004875,Case,CASE-064047,Phone Call,2023-01-13
ACT-0004876,Case,CASE-064456,Phone Call,2023-01-13
ACT-0004878,Case,CASE-064887,Email,2023-01-13
ACT-0000334,Lead,LEAD-00133,Phone Call,2023-01-14
ACT-0000602,Lead,LEAD-00242,Email,2023-01-14
ACT-0000880,Lead,LEAD-00353,Phone Call,2023-01-14
ACT-0001650,Lead,LEAD-00660,Phone Call,2023-01-14
ACT-0002065,Opportunity,OPP-00048,Phone Call,2023-01-14
ACT-0002733,Opportunity,OPP-00213,Meeting,2023-01-14
ACT-0003594,Opportunity,OPP-00428,Phone Call,2023-01-14
ACT-0004708,Case,CASE-000135,Email,2023-01-14
ACT-0004709,Case,CASE-000140,Email,2023-01-14
ACT-0004712,Case,CASE-000152,Email,2023-01-14
ACT-0004718,Case,CASE-000159,Phone Call,2023-01-14
ACT-0004719,Case,CASE-000159,Phone Call,2023-01-14
ACT-0004720,Case,CASE-000162,Phone Call,2023-01-14
ACT-0004722,Case,CASE-000164,Email,2023-01-14
ACT-0004723,Case,CASE-000166,Email,2023-01-14
ACT-0004726,Case,CASE-000167,Email,2023-01-14
ACT-0004727,Case,CASE-000169,Phone Call,2023-01-14
ACT-0004740,Case,CASE-020398,Email,2023-01-14
ACT-0004744,Case,CASE-020406,Email,2023-01-14
ACT-0004748,Case,CASE-020413,Phone Call,2023-01-14
ACT-0004749,Case,CASE-020413,Phone Call,2023-01-14
ACT-0004753,Case,CASE-020421,Email,2023-01-14
ACT-0004754,Case,CASE-020421,Email,2023-01-14
ACT-0004755,Case,CASE-020427,Email,2023-01-14
ACT-0004757,Case,CASE-020432,Email,2023-01-14
ACT-0004758,Case,CASE-020433,Phone Call,2023-01-14
ACT-0004765,Case,CASE-046513,Email,2023-01-14
ACT-0004766,Case,CASE-046513,Phone Call,2023-01-14
ACT-0004769,Case,CASE-046522,Email,2023-01-14
ACT-0004770,Case,CASE-046543,Email,2023-01-14
ACT-0004776,Case,CASE-053508,Email,2023-01-14
ACT-0004777,Case,CASE-053508,Email,2023-01-14
ACT-0004779,Case,CASE-057817,Phone Call,2023-01-14
ACT-0004785,Case,CASE-060713,Phone Call,2023-01-14
ACT-0004786,Case,CASE-061271,Email,2023-01-14
ACT-0004799,Case,CASE-000160,Email,2023-01-14
ACT-0004800,Case,CASE-000161,Phone Call,2023-01-14
ACT-0004801,Case,CASE-000161,Phone Call,2023-01-14
ACT-0004802,Case,CASE-000165,Phone Call,2023-01-14
ACT-0004803,Case,CASE-000165,Phone Call,2023-01-14
ACT-0004807,Case,CASE-000178,Phone Call,2023-01-14
ACT-0004809,Case,CASE-000190,Phone Call,2023-01-14
ACT-0004810,Case,CASE-000190,Phone Call,2023-01-14
ACT-0004814,Case,CASE-000195,Email,2023-01-14
ACT-0004817,Case,CASE-000201,Email,2023-01-14
ACT-0004818,Case,CASE-000202,Phone Call,2023-01-14
ACT-0004820,Case,CASE-000209,Email,2023-01-14
ACT-0004825,Case,CASE-020410,Email,2023-01-14
ACT-0004829,Case,CASE-020422,Phone Call,2023-01-14
ACT-0004830,Case,CASE-020422,Phone Call,2023-01-14
ACT-0004831,Case,CASE-020424,Phone Call,2023-01-14
ACT-0004833,Case,CASE-020425,Phone Call,2023-01-14
ACT-0004840,Case,CASE-020436,Phone Call,2023-01-14
ACT-0004845,Case,CASE-020454,Phone Call,2023-01-14
ACT-0004846,Case,CASE-020456,Email,2023-01-14
ACT-0004847,Case,CASE-020457,Email,2023-01-14
ACT-0004848,Case,CASE-020457,Phone Call,2023-01-14
ACT-0004855,Case,CASE-046536,Email,2023-01-14
ACT-0004857,Case,CASE-053502,Email,2023-01-14
ACT-0004864,Case,CASE-060243,Email,2023-01-14
ACT-0004865,Case,CASE-060948,Email,2023-01-14
ACT-0004866,Case,CASE-061227,Phone Call,2023-01-14
ACT-0004867,Case,CASE-061260,Email,2023-01-14
ACT-0004869,Case,CASE-061307,Email,2023-01-14
ACT-0004879,Case,CASE-064887,Phone Call,2023-01-14
ACT-0004882,Case,CASE-000174,Email,2023-01-14
ACT-0004888,Case,CASE-000207,Email,2023-01-14
ACT-0004891,Case,CASE-000214,Phone Call,2023-01-14
ACT-0004896,Case,CASE-020426,Phone Call,2023-01-14
ACT-0004904,Case,CASE-020444,Phone Call,2023-01-14
ACT-0004905,Case,CASE-020448,Phone Call,2023-01-14
ACT-0004908,Case,CASE-020451,Email,2023-01-14
ACT-0004909,Case,CASE-020451,Phone Call,2023-01-14
ACT-0004912,Case,CASE-020455,Phone Call,2023-01-14
ACT-0004914,Case,CASE-020460,Email,2023-01-14
ACT-0004922,Case,CASE-020465,Phone Call,2023-01-14
ACT-0004925,Case,CASE-020476,Phone Call,2023-01-14
ACT-0004927,Case,CASE-020481,Phone Call,2023-01-14
ACT-0004928,Case,CASE-046527,Email,2023-01-14
ACT-0004933,Case,CASE-046552,Email,2023-01-14
ACT-0004935,Case,CASE-046561,Phone Call,2023-01-14
ACT-0004936,Case,CASE-046561,Email,2023-01-14
ACT-0004939,Case,CASE-057772,Email,2023-01-14
ACT-0004943,Case,CASE-060914,Phone Call,2023-01-14
ACT-0004944,Case,CASE-062038,Email,2023-01-14
ACT-0004945,Case,CASE-063327,Phone Call,2023-01-14
ACT-0004946,Case,CASE-063327,Email,2023-01-14
ACT-0004947,Case,CASE-064426,Phone Call,2023-01-14
ACT-0004948,Case,CASE-064426,Email,2023-01-14
ACT-0000012,Lead,LEAD-00006,Phone Call,2023-01-15
ACT-0004795,Case,CASE-000147,Phone Call,2023-01-15
ACT-0004796,Case,CASE-000147,Phone Call,2023-01-15
ACT-0004804,Case,CASE-000168,Email,2023-01-15
ACT-0004805,Case,CASE-000171,Phone Call,2023-01-15
ACT-0004806,Case,CASE-000173,Email,2023-01-15
ACT-0004808,Case,CASE-000181,Email,2023-01-15
ACT-0004811,Case,CASE-000191,Phone Call,2023-01-15
ACT-0004816,Case,CASE-000201,Phone Call,2023-01-15
ACT-0004822,Case,CASE-020402,Phone Call,2023-01-15
ACT-0004823,Case,CASE-020404,Email,2023-01-15
ACT-0004824,Case,CASE-020409,Phone Call,2023-01-15
ACT-0004826,Case,CASE-020410,Phone Call,2023-01-15
ACT-0004827,Case,CASE-020418,Phone Call,2023-01-15
ACT-0004828,Case,CASE-020418,Email,2023-01-15
ACT-0004834,Case,CASE-020428,Phone Call,2023-01-15
ACT-0004835,Case,CASE-020428,Email,2023-01-15
ACT-0004837,Case,CASE-020429,Email,2023-01-15
ACT-0004838,Case,CASE-020430,Email,2023-01-15
ACT-0004839,Case,CASE-020430,Email,2023-01-15
ACT-0004842,Case,CASE-020445,Phone Call,2023-01-15
ACT-0004849,Case,CASE-020458,Phone Call,2023-01-15
ACT-0004851,Case,CASE-020461,Email,2023-01-15
ACT-0004852,Case,CASE-046526,Email,2023-01-15
ACT-0004854,Case,CASE-046535,Phone Call,2023-01-15
ACT-0004856,Case,CASE-053502,Phone Call,2023-01-15
ACT-0004860,Case,CASE-057458,Phone Call,2023-01-15
ACT-0004861,Case,CASE-058100,Phone Call,2023-01-15
ACT-0004862,Case,CASE-058904,Email,2023-01-15
ACT-0004868,Case,CASE-061260,Email,2023-01-15
ACT-0004871,Case,CASE-062026,Email,2023-01-15
ACT-0004872,Case,CASE-062026,Email,2023-01-15
ACT-0004877,Case,CASE-064541,Phone Call,2023-01-15
ACT-0004881,Case,CASE-000158,Email,2023-01-15
ACT-0004883,Case,CASE-000196,Phone Call,2023-01-15
ACT-0004884,Case,CASE-000196,Phone Call,2023-01-15
ACT-0004885,Case,CASE-000197,Phone Call,2023-01-15
ACT-0004887,Case,CASE-000206,Email,2023-01-15
ACT-0004892,Case,CASE-000214,Email,2023-01-15
ACT-0004893,Case,CASE-000224,Phone Call,2023-01-15
ACT-0004894,Case,CASE-020423,Email,2023-01-15
ACT-0004895,Case,CASE-020426,Phone Call,2023-01-15
ACT-0004897,Case,CASE-020434,Email,2023-01-15
ACT-0004899,Case,CASE-020441,Email,2023-01-15
ACT-0004902,Case,CASE-020443,Email,2023-01-15
ACT-0004906,Case,CASE-020448,Email,2023-01-15
ACT-0004910,Case,CASE-020452,Email,2023-01-15
ACT-0004911,Case,CASE-020452,Email,2023-01-15
ACT-0004913,Case,CASE-020460,Phone Call,2023-01-15
ACT-0004915,Case,CASE-020462,Phone Call,2023-01-15
ACT-0004916,Case,CASE-020462,Phone Call,2023-01-15
ACT-0004917,Case,CASE-020463,Email,2023-01-15
ACT-0004919,Case,CASE-020464,Email,2023-01-15
ACT-0004920,Case,CASE-020464,Email,2023-01-15
ACT-0004923,Case,CASE-020470,Email,2023-01-15
ACT-0004924,Case,CASE-020470,Phone Call,2023-01-15
ACT-0004926,Case,CASE-020477,Phone Call,2023-01-15
ACT-0004930,Case,CASE-046540,Phone Call,2023-01-15
ACT-0004931,Case,CASE-046541,Phone Call,2023-01-15
ACT-0004937,Case,CASE-053506,Email,2023-01-15
ACT-0004938,Case,CASE-053511,Phone Call,2023-01-15
ACT-0004941,Case,CASE-060681,Email,2023-01-15
ACT-0004942,Case,CASE-060721,Email,2023-01-15
ACT-0004949,Case,CASE-064837,Phone Call,2023-01-15
ACT-0004950,Case,CASE-064837,Phone Call,2023-01-15
ACT-0004952,Case,CASE-000175,Phone Call,2023-01-15
ACT-0004957,Case,CASE-000183,Phone Call,2023-01-15
ACT-0004958,Case,CASE-000183,Email,2023-01-15
ACT-0004959,Case,CASE-000185,Phone Call,2023-01-15
ACT-0004964,Case,CASE-000194,Phone Call,2023-01-15
ACT-0004965,Case,CASE-000200,Email,2023-01-15
ACT-0004967,Case,CASE-000203,Phone Call,2023-01-15
ACT-0004968,Case,CASE-000204,Phone Call,2023-01-15
ACT-0004969,Case,CASE-000204,Phone Call,2023-01-15
ACT-0004974,Case,CASE-000223,Email,2023-01-15
ACT-0004975,Case,CASE-000223,Phone Call,2023-01-15
ACT-0004978,Case,CASE-000231,Email,2023-01-15
ACT-0004979,Case,CASE-000231,Phone Call,2023-01-15
ACT-0004982,Case,CASE-000247,Phone Call,2023-01-15
ACT-0004987,Case,CASE-000253,Email,2023-01-15
ACT-0004988,Case,CASE-020446,Phone Call,2023-01-15
ACT-0004989,Case,CASE-020447,Email,2023-01-15
ACT-0004990,Case,CASE-020453,Phone Call,2023-01-15
ACT-0004992,Case,CASE-020459,Phone Call,2023-01-15
ACT-0004996,Case,CASE-020471,Phone Call,2023-01-15
ACT-0005004,Case,CASE-020489,Email,2023-01-15
ACT-0005007,Case,CASE-020499,Email,2023-01-15
ACT-0005009,Case,CASE-020501,Phone Call,2023-01-15
ACT-0005010,Case,CASE-020502,Phone Call,2023-01-15
ACT-0005012,Case,CASE-020504,Phone Call,2023-01-15
ACT-0005014,Case,CASE-046530,Email,2023-01-15
ACT-0005028,Case,CASE-058311,Email,2023-01-15
ACT-0005029,Case,CASE-058826,Email,2023-01-15
ACT-0005033,Case,CASE-059997,Email,2023-01-15
ACT-0005035,Case,CASE-062009,Email,2023-01-15
ACT-0005036,Case,CASE-062047,Email,2023-01-15
ACT-0005039,Case,CASE-062718,Email,2023-01-15
ACT-0005041,Case,CASE-063297,Email,2023-01-15
ACT-0005042,Case,CASE-063939,Phone Call,2023-01-15
ACT-0005044,Case,CASE-064615,Phone Call,2023-01-15
ACT-0000011,Lead,LEAD-00006,Phone Call,2023-01-16
ACT-0003724,Opportunity,OPP-00458,Phone Call,2023-01-16
ACT-0003761,Opportunity,OPP-00468,Phone Call,2023-01-16
ACT-0004880,Case,CASE-000158,Email,2023-01-16
ACT-0004886,Case,CASE-000206,Phone Call,2023-01-16
ACT-0004889,Case,CASE-000208,Phone Call,2023-01-16
ACT-0004890,Case,CASE-000210,Phone Call,2023-01-16
ACT-0004898,Case,CASE-020441,Phone Call,2023-01-16
ACT-0004900,Case,CASE-020442,Phone Call,2023-01-16
ACT-0004901,Case,CASE-020442,Email,2023-01-16
ACT-0004903,Case,CASE-020444,Email,2023-01-16
ACT-0004907,Case,CASE-020449,Email,2023-01-16
ACT-0004918,Case,CASE-020463,Phone Call,2023-01-16
ACT-0004921,Case,CASE-020465,Email,2023-01-16
ACT-0004929,Case,CASE-046537,Phone Call,2023-01-16
ACT-0004932,Case,CASE-046544,Phone Call,2023-01-16
ACT-0004934,Case,CASE-046552,Email,2023-01-16
ACT-0004940,Case,CASE-060379,Email,2023-01-16
ACT-0004951,Case,CASE-000175,Phone Call,2023-01-16
ACT-0004954,Case,CASE-000177,Phone Call,2023-01-16
ACT-0004956,Case,CASE-000180,Phone Call,2023-01-16
ACT-0004961,Case,CASE-000186,Phone Call,2023-01-16
ACT-0004963,Case,CASE-000194,Email,2023-01-16
ACT-0004970,Case,CASE-000212,Phone Call,2023-01-16
ACT-0004971,Case,CASE-000212,Phone Call,2023-01-16
ACT-0004976,Case,CASE-000226,Phone Call,2023-01-16
ACT-0004977,Case,CASE-000227,Phone Call,2023-01-16
ACT-0004983,Case,CASE-000247,Phone Call,2023-01-16
ACT-0004984,Case,CASE-000250,Phone Call,2023-01-16
ACT-0004986,Case,CASE-000253,Email,2023-01-16
ACT-0004991,Case,CASE-020459,Phone Call,2023-01-16
ACT-0004993,Case,CASE-020467,Email,2023-01-16
ACT-0004994,Case,CASE-020468,Phone Call,2023-01-16
ACT-0004995,Case,CASE-020469,Phone Call,2023-01-16
ACT-0004997,Case,CASE-020471,Email,2023-01-16
ACT-0005000,Case,CASE-020480,Phone Call,2023-01-16
ACT-0005003,Case,CASE-020484,Phone Call,2023-01-16
ACT-0005008,Case,CASE-020500,Email,2023-01-16
ACT-0005011,Case,CASE-020502,Phone Call,2023-01-16
ACT-0005013,Case,CASE-020504,Email,2023-01-16
ACT-0005016,Case,CASE-046531,Phone Call,2023-01-16
ACT-0005018,Case,CASE-046572,Email,2023-01-16
ACT-0005019,Case,CASE-046572,Email,2023-01-16
ACT-0005021,Case,CASE-053509,Email,2023-01-16
ACT-0005023,Case,CASE-053515,Phone Call,2023-01-16
ACT-0005025,Case,CASE-053518,Email,2023-01-16
ACT-0005032,Case,CASE-059760,Phone Call,2023-01-16
ACT-0005034,Case,CASE-060298,Email,2023-01-16
ACT-0005038,Case,CASE-062159,Email,2023-01-16
ACT-0005043,Case,CASE-064095,Phone Call,2023-01-16
ACT-0005046,Case,CASE-064938,Email,2023-01-16
ACT-0005052,Case,CASE-000193,Phone Call,2023-01-16
ACT-0005056,Case,CASE-000205,Phone Call,2023-01-16
ACT-0005060,Case,CASE-000220,Phone Call,2023-01-16
ACT-0005061,Case,CASE-000230,Email,2023-01-16
ACT-0005063,Case,CASE-000236,Email,2023-01-16
ACT-0005067,Case,CASE-000251,Phone Call,2023-01-16
ACT-0005070,Case,CASE-000259,Email,2023-01-16
ACT-0005072,Case,CASE-000261,Phone Call,2023-01-16
ACT-0005074,Case,CASE-000268,Phone Call,2023-01-16
ACT-0005077,Case,CASE-020473,Phone Call,2023-01-16
ACT-0005081,Case,CASE-020475,Email,2023-01-16
ACT-0005083,Case,CASE-020479,Phone Call,2023-01-16
ACT-0005088,Case,CASE-020488,Phone Call,2023-01-16
ACT-0005089,Case,CASE-020488,Email,2023-01-16
ACT-0005091,Case,CASE-020496,Email,2023-01-16
ACT-0005093,Case,CASE-020497,Email,2023-01-16
ACT-0005097,Case,CASE-020509,Phone Call,2023-01-16
ACT-0005098,Case,CASE-020509,Phone Call,2023-01-16
ACT-0005101,Case,CASE-020513,Phone Call,2023-01-16
ACT-0005103,Case,CASE-020515,Phone Call,2023-01-16
ACT-0005107,Case,CASE-020522,Phone Call,2023-01-16
ACT-0005109,Case,CASE-020523,Phone Call,2023-01-16
ACT-0005110,Case,CASE-046548,Email,2023-01-16
ACT-0005112,Case,CASE-046564,Phone Call,2023-01-16
ACT-0005124,Case,CASE-058060,Email,2023-01-16
ACT-0005125,Case,CASE-058376,Email,2023-01-16
ACT-0005128,Case,CASE-060597,Phone Call,2023-01-16
ACT-0005130,Case,CASE-060786,Phone Call,2023-01-16
ACT-0005131,Case,CASE-060786,Phone Call,2023-01-16
ACT-0005134,Case,CASE-061195,Email,2023-01-16
ACT-0000151,Lead,LEAD-00057,Meeting,2023-01-17
ACT-0001646,Lead,LEAD-00659,Phone Call,2023-01-17
ACT-0001964,Opportunity,OPP-00021,Phone Call,2023-01-17
ACT-0001967,Opportunity,OPP-00021,Email,2023-01-17
ACT-0004953,Case,CASE-000177,Phone Call,2023-01-17
ACT-0004955,Case,CASE-000180,Phone Call,2023-01-17
ACT-0004960,Case,CASE-000185,Email,2023-01-17
ACT-0004962,Case,CASE-000189,Email,2023-01-17
ACT-0004966,Case,CASE-000200,Email,2023-01-17
ACT-0004972,Case,CASE-000213,Phone Call,2023-01-17
ACT-0004973,Case,CASE-000217,Email,2023-01-17
ACT-0004980,Case,CASE-000243,Phone Call,2023-01-17
ACT-0004981,Case,CASE-000243,Phone Call,2023-01-17
ACT-0004985,Case,CASE-000250,Email,2023-01-17
ACT-0004998,Case,CASE-020472,Phone Call,2023-01-17
ACT-0004999,Case,CASE-020478,Phone Call,2023-01-17
ACT-0005001,Case,CASE-020483,Email,2023-01-17
ACT-0005002,Case,CASE-020483,Phone Call,2023-01-17
ACT-0005005,Case,CASE-020490,Phone Call,2023-01-17
ACT-0005006,Case,CASE-020499,Phone Call,2023-01-17
ACT-0005015,Case,CASE-046530,Phone Call,2023-01-17
ACT-0005017,Case,CASE-046542,Email,2023-01-17
ACT-0005020,Case,CASE-053509,Phone Call,2023-01-17
ACT-0005022,Case,CASE-053512,Phone Call,2023-01-17
ACT-0005024,Case,CASE-053517,Phone Call,2023-01-17
ACT-0005026,Case,CASE-057632,Email,2023-01-17
ACT-0005027,Case,CASE-058311,Email,2023-01-17
ACT-0005030,Case,CASE-058826,Email,2023-01-17
ACT-0005031,Case,CASE-059760,Email,2023-01-17
ACT-0005037,Case,CASE-062047,Email,2023-01-17
ACT-0005040,Case,CASE-063297,Email,2023-01-17
ACT-0005045,Case,CASE-064882,Phone Call,2023-01-17
ACT-0005047,Case,CASE-000184,Email,2023-01-17
ACT-0005048,Case,CASE-000184,Phone Call,2023-01-17
ACT-0005049,Case,CASE-000187,Phone Call,2023-01-17
ACT-0005051,Case,CASE-000188,Phone Call,2023-01-17
ACT-0005057,Case,CASE-000216,Email,2023-01-17
ACT-0005071,Case,CASE-000261,Email,2023-01-17
ACT-0005075,Case,CASE-000272,Phone Call,2023-01-17
ACT-0005078,Case,CASE-020473,Phone Call,2023-01-17
ACT-0005085,Case,CASE-020486,Email,2023-01-17
ACT-0005086,Case,CASE-020487,Phone Call,2023-01-17
ACT-0005087,Case,CASE-020487,Email,2023-01-17
ACT-0005090,Case,CASE-020491,Email,2023-01-17
ACT-0005096,Case,CASE-020508,Email,2023-01-17
ACT-0005100,Case,CASE-020511,Email,2023-01-17
ACT-0005104,Case,CASE-020518,Email,2023-01-17
ACT-0005113,Case,CASE-046564,Email,2023-01-17
ACT-0005115,Case,CASE-053513,Phone Call,2023-01-17
ACT-0005118,Case,CASE-053521,Phone Call,2023-01-17
ACT-0005119,Case,CASE-053521,Email,2023-01-17
ACT-0005123,Case,CASE-058060,Email,2023-01-17
ACT-0005127,Case,CASE-060246,Email,2023-01-17
ACT-0005133,Case,CASE-061195,Email,2023-01-17
ACT-0005135,Case,CASE-061925,Phone Call,2023-01-17
ACT-0005136,Case,CASE-061928,Phone Call,2023-01-17
ACT-0005137,Case,CASE-062774,Phone Call,2023-01-17
ACT-0005139,Case,CASE-063353,Email,2023-01-17
ACT-0005140,Case,CASE-064105,Phone Call,2023-01-17
ACT-0005142,Case,CASE-000211,Email,2023-01-17
ACT-0005151,Case,CASE-000237,Phone Call,2023-01-17
ACT-0005152,Case,CASE-000237,Phone Call,2023-01-17
ACT-0005155,Case,CASE-000241,Email,2023-01-17
ACT-0005157,Case,CASE-000246,Email,2023-01-17
ACT-0005160,Case,CASE-000266,Email,2023-01-17
ACT-0005166,Case,CASE-000277,Email,2023-01-17
ACT-0005168,Case,CASE-000281,Phone Call,2023-01-17
ACT-0005172,Case,CASE-020485,Email,2023-01-17
ACT-0005175,Case,CASE-020493,Phone Call,2023-01-17
ACT-0005176,Case,CASE-020493,Phone Call,2023-01-17
ACT-0005178,Case,CASE-020495,Phone Call,2023-01-17
ACT-0005180,Case,CASE-020503,Phone Call,2023-01-17
ACT-0005182,Case,CASE-020507,Phone Call,2023-01-17
ACT-0005186,Case,CASE-020512,Phone Call,2023-01-17
ACT-0005194,Case,CASE-020532,Phone Call,2023-01-17
ACT-0005195,Case,CASE-020534,Email,2023-01-17
ACT-0005196,Case,CASE-020535,Phone Call,2023-01-17
ACT-0005203,Case,CASE-020550,Email,2023-01-17
ACT-0005204,Case,CASE-020551,Phone Call,2023-01-17
ACT-0005206,Case,CASE-020552,Phone Call,2023-01-17
ACT-0005209,Case,CASE-046550,Phone Call,2023-01-17
ACT-0005211,Case,CASE-046554,Phone Call,2023-01-17
ACT-0005216,Case,CASE-046562,Email,2023-01-17
ACT-0005218,Case,CASE-058770,Email,2023-01-17
ACT-0005227,Case,CASE-061326,Email,2023-01-17
ACT-0005229,Case,CASE-061998,Email,2023-01-17
ACT-0005230,Case,CASE-061998,Email,2023-01-17
ACT-0005234,Case,CASE-063747,Email,2023-01-17
ACT-0005237,Case,CASE-064582,Phone Call,2023-01-17
ACT-0000060,Lead,LEAD-00026,Phone Call,2023-01-18
ACT-0001943,Opportunity,OPP-00014,Task,2023-01-18
ACT-0002066,Opportunity,OPP-00048,Task,2023-01-18
